cliente_id,idade,renda_estimada,valor_compra,qtd_parcelas,ja_usou_pix_parcelado_antes,score_credito,inadimplente,estrategia_lembrete,recuperou
CLI1822,23,1459.28,2213.02,4,0,803,0,N/A,0
CLI1823,57,2189.2,1369.77,6,1,570,0,N/A,0
CLI1824,63,1366.67,419.9,4,0,558,1,Lembrete simples,1
CLI1825,19,1570.01,1400.91,12,0,687,0,N/A,0
CLI1826,44,1070.01,1933.25,2,1,872,0,N/A,0
CLI1827,50,1297.37,467.75,6,1,379,0,N/A,0
CLI1828,31,1785.04,1340.79,2,0,589,1,Lembrete simples,1
CLI1829,29,3065.47,876.97,2,0,604,0,N/A,0
CLI1830,57,2143.31,975.71,3,1,394,0,N/A,0
CLI1831,29,900.0,1382.61,3,0,713,0,N/A,0
CLI1832,51,4841.75,1985.67,4,1,712,1,Lembrete simples,0
CLI1833,55,5839.83,2202.59,9,1,616,0,N/A,0
CLI1834,42,2215.68,2496.21,6,1,548,1,Lembrete com opção de renegociar,0
CLI1835,44,4958.2,1667.63,3,0,695,0,N/A,0
CLI1836,38,4336.62,2325.23,3,0,653,0,N/A,0
CLI1837,50,1680.31,2459.2,3,1,443,1,Lembrete com opção de renegociar,1
CLI1838,56,1630.24,1765.19,2,1,499,1,Lembrete com opção de renegociar,0
CLI1839,46,2412.81,2703.57,9,1,479,0,N/A,0
CLI1840,36,1594.36,2705.95,6,1,633,1,Lembrete simples,1
CLI1841,19,984.15,2053.34,3,0,679,1,Lembrete com opção de renegociar,0
CLI1842,62,1881.08,2395.91,6,0,538,1,Lembrete simples,0
CLI1843,28,1511.18,1125.94,4,1,954,0,N/A,0
CLI1844,28,900.0,1616.74,6,0,624,1,Lembrete simples,1
CLI1845,58,1551.1,1253.72,2,0,605,0,N/A,0
CLI1846,20,2303.4,1435.72,2,0,392,0,N/A,0
CLI1847,49,2618.45,2213.08,3,0,429,1,Lembrete com opção de renegociar,0
CLI1848,57,1349.49,698.21,2,0,300,1,Lembrete com opção de renegociar,0
CLI1849,49,1016.62,1044.13,4,1,826,0,N/A,0
CLI1850,33,4352.53,229.3,3,0,659,0,N/A,0
CLI1851,63,1662.66,1773.2,6,0,686,0,N/A,0
CLI1852,24,2447.02,2730.04,6,0,417,0,N/A,0
CLI1853,38,1450.87,1425.75,9,1,552,1,Lembrete simples,0
CLI1854,40,2610.12,2396.15,2,1,624,0,N/A,0
CLI1855,26,2166.57,1251.22,2,0,526,0,N/A,0
CLI1856,35,1492.42,2860.52,12,1,952,1,Lembrete com opção de renegociar,1
CLI1857,49,3556.04,1996.59,12,0,641,1,Lembrete simples,0
CLI1858,25,1695.68,1714.31,2,0,571,1,Lembrete simples,0
CLI1859,60,3531.7,1545.61,12,1,763,0,N/A,0
CLI1860,27,900.0,1800.64,4,0,462,1,Lembrete com opção de renegociar,1
CLI1861,45,2763.04,2349.87,2,0,912,0,N/A,0
CLI1862,55,1264.43,2837.84,4,1,783,1,Lembrete com opção de renegociar,0
CLI1863,49,2811.25,1180.7,6,0,707,0,N/A,0
CLI1864,26,2306.13,647.8,4,1,561,0,N/A,0
CLI1865,56,2054.21,2293.22,3,1,815,0,N/A,0
CLI1866,64,3446.8,103.61,9,0,300,1,Lembrete simples,0
CLI1867,18,2078.67,326.35,6,0,522,0,N/A,0
CLI1868,49,4692.84,2471.23,2,0,373,0,N/A,0
CLI1869,41,1469.44,606.86,2,1,801,0,N/A,0
CLI1870,50,1077.41,565.48,2,0,627,0,N/A,0
CLI1871,25,900.0,2187.19,6,1,581,1,Lembrete com opção de renegociar,0
CLI1872,18,2629.76,258.93,6,0,554,0,N/A,0
CLI1873,48,1461.94,1531.57,3,1,689,0,N/A,0
CLI1874,45,1915.02,447.71,6,0,689,0,N/A,0
CLI1875,53,1186.7,832.49,2,0,608,0,N/A,0
CLI1876,38,2333.11,2406.3,3,1,539,0,N/A,0
CLI1877,18,1435.74,135.15,2,0,515,1,Lembrete simples,0
CLI1878,58,1649.6,1027.61,4,0,697,0,N/A,0
CLI1879,20,1984.14,2351.86,4,1,738,0,N/A,0
CLI1880,24,1616.8,2691.37,4,0,421,1,Lembrete com opção de renegociar,0
CLI1881,52,2367.72,111.01,2,0,673,0,N/A,0
CLI1882,31,1089.46,2416.34,4,1,675,1,Lembrete com opção de renegociar,1
CLI1883,63,2580.67,2059.49,6,1,564,0,N/A,0
CLI1884,46,2190.11,2393.78,4,1,483,0,N/A,0
CLI1885,22,1419.13,1315.95,6,0,403,1,Lembrete com opção de renegociar,0
CLI1886,38,3059.28,602.34,3,0,300,1,Lembrete com opção de renegociar,0
CLI1887,35,900.0,161.24,9,1,452,0,N/A,0
CLI1888,57,900.0,878.4,4,0,583,0,N/A,0
CLI1889,40,2121.44,2495.33,3,1,480,1,Lembrete com opção de renegociar,1
CLI1890,36,3607.5,2241.27,4,1,890,0,N/A,0
CLI1891,49,1834.59,2593.93,3,1,585,1,Lembrete simples,1
CLI1892,41,3842.32,636.51,2,1,663,0,N/A,0
CLI1893,32,1152.53,514.72,2,0,779,0,N/A,0
CLI1894,34,3820.46,1941.06,4,1,712,1,Lembrete com opção de renegociar,0
CLI1895,35,1670.56,747.44,3,0,549,0,N/A,0
CLI1896,25,900.0,2380.34,4,0,615,1,Lembrete com opção de renegociar,1
CLI1897,25,3617.78,1046.75,3,0,581,0,N/A,0
CLI1898,53,1477.7,1764.46,9,0,572,1,Lembrete com opção de renegociar,0
CLI1899,18,2878.63,2735.11,2,0,604,1,Lembrete com opção de renegociar,0
CLI1900,39,2081.97,1784.02,2,0,445,1,Lembrete com opção de renegociar,0
CLI1901,47,2850.46,2372.95,12,0,418,0,N/A,0
CLI1902,48,2655.69,520.32,6,0,305,1,Lembrete simples,0
CLI1903,27,2756.7,830.01,12,1,444,0,N/A,0
CLI1904,63,3725.05,1949.98,2,1,512,0,N/A,0
CLI1905,27,3146.21,747.48,2,0,663,0,N/A,0
CLI1906,19,1402.34,210.55,2,0,635,0,N/A,0
CLI1907,38,2014.93,1689.74,9,0,722,1,Lembrete simples,1
CLI1908,34,4724.27,1977.97,12,0,627,0,N/A,0
CLI1909,33,1795.18,1799.3,3,1,720,0,N/A,0
CLI1910,64,4271.48,1523.91,4,1,710,0,N/A,0
CLI1911,60,1268.0,55.64,6,1,761,0,N/A,0
CLI1912,44,1338.26,1440.42,2,0,473,1,Lembrete simples,0
CLI1913,53,1148.6,2279.95,2,0,774,0,N/A,0
CLI1914,20,1217.67,2862.02,3,1,582,1,Lembrete com opção de renegociar,1
CLI1915,37,3332.06,51.12,6,0,599,0,N/A,0
CLI1916,23,2341.85,2626.51,6,1,398,1,Lembrete com opção de renegociar,1
CLI1917,31,2212.23,1816.37,3,0,510,0,N/A,0
CLI1918,20,5090.06,2769.66,6,0,509,0,N/A,0
CLI1919,50,1438.95,1562.7,6,1,308,1,Lembrete com opção de renegociar,0
CLI1920,58,1850.15,1468.84,2,0,488,1,Lembrete simples,0
CLI1921,56,900.0,2966.89,4,0,574,1,Lembrete simples,0
CLI1922,49,2582.66,2203.19,6,1,715,0,N/A,0
CLI1923,29,900.0,1911.81,2,1,451,1,Lembrete com opção de renegociar,0
CLI1924,40,4774.97,355.81,9,0,514,1,Lembrete simples,0
CLI1925,18,1417.36,867.26,6,0,740,0,N/A,0
CLI1926,39,1863.75,344.52,2,1,427,0,N/A,0
CLI1927,61,3857.13,1502.05,4,0,818,0,N/A,0
CLI1928,19,1768.72,600.29,6,0,961,0,N/A,0
CLI1929,32,2700.73,460.02,3,1,376,0,N/A,0
CLI1930,36,1666.68,498.71,6,0,474,0,N/A,0
CLI1931,53,900.0,1203.88,6,0,491,0,N/A,0
CLI1932,28,2457.97,1441.64,12,1,413,1,Lembrete simples,0
CLI1933,52,2237.4,1298.56,6,0,847,0,N/A,0
CLI1934,24,7411.9,726.09,4,0,510,0,N/A,0
CLI1935,28,1314.16,888.65,4,0,809,0,N/A,0
CLI1936,64,1134.18,2246.31,2,1,764,1,Lembrete com opção de renegociar,1
CLI1937,44,1605.28,1051.97,6,0,886,0,N/A,0
CLI1938,64,2200.11,1710.63,2,1,640,0,N/A,0
CLI1939,32,1703.78,1544.49,3,0,537,0,N/A,0
CLI1940,25,2413.1,1961.04,2,0,580,0,N/A,0
CLI1941,47,1583.81,1855.01,4,0,517,0,N/A,0
CLI1942,48,2069.32,632.16,2,0,676,0,N/A,0
CLI1943,60,2603.12,412.77,9,0,702,0,N/A,0
CLI1944,63,5119.92,1864.44,9,1,311,0,N/A,0
CLI1945,42,2705.01,1580.51,9,1,795,0,N/A,0
CLI1946,62,1368.41,1615.82,9,0,691,1,Lembrete com opção de renegociar,0
CLI1947,26,5359.12,1637.79,3,0,559,0,N/A,0
CLI1948,43,1760.31,405.99,12,0,477,0,N/A,0
CLI1949,49,2712.12,2497.89,6,0,716,0,N/A,0
CLI1950,59,2308.42,2854.27,6,0,709,0,N/A,0
CLI1951,60,3718.62,2016.01,6,1,521,1,Lembrete simples,1
CLI1952,42,3952.19,2338.16,2,1,336,1,Lembrete com opção de renegociar,0
CLI1953,32,3836.79,1599.34,3,1,810,0,N/A,0
CLI1954,53,1162.76,1579.84,3,1,315,1,Lembrete com opção de renegociar,1
CLI1955,33,2445.4,967.26,3,0,626,0,N/A,0
CLI1956,28,2639.15,2459.94,12,1,897,0,N/A,0
CLI1957,51,5333.37,83.68,3,0,509,0,N/A,0
CLI1958,28,1632.96,1619.48,6,0,653,0,N/A,0
CLI1959,60,2214.16,2629.91,3,0,524,0,N/A,0
CLI1960,45,4952.49,2803.8,6,1,619,0,N/A,0
CLI1961,62,3231.01,2022.65,3,0,708,0,N/A,0
CLI1962,47,2933.7,1779.42,6,0,924,0,N/A,0
CLI1963,49,3697.89,2981.99,2,0,373,1,Lembrete simples,0
CLI1964,26,2196.41,240.92,3,0,564,0,N/A,0
CLI1965,61,3975.74,788.13,3,0,499,0,N/A,0
CLI1966,26,1094.2,1386.02,2,0,827,0,N/A,0
CLI1967,41,1275.67,1366.33,4,1,859,0,N/A,0
CLI1968,54,900.0,2567.46,3,0,464,1,Lembrete simples,1
CLI1969,34,2110.51,1976.87,4,0,603,1,Lembrete com opção de renegociar,0
CLI1970,23,2657.44,542.03,12,1,654,0,N/A,0
CLI1971,49,981.1,1797.1,6,0,589,0,N/A,0
CLI1972,60,1448.3,2502.23,2,0,605,0,N/A,0
CLI1973,30,3312.96,196.5,6,1,476,0,N/A,0
CLI1974,62,9628.09,272.03,9,0,797,0,N/A,0
CLI1975,37,1849.03,1669.29,9,1,763,0,N/A,0
CLI1976,21,3439.09,1501.46,9,0,457,0,N/A,0
CLI1977,30,2061.62,2654.67,12,0,540,1,Lembrete com opção de renegociar,1
CLI1978,56,1495.64,261.23,2,1,538,0,N/A,0
CLI1979,30,900.0,524.92,6,0,769,0,N/A,0
CLI1980,52,3373.84,171.42,2,1,677,1,Lembrete com opção de renegociar,1
CLI1981,23,1784.72,1265.62,4,1,521,0,N/A,0
CLI1982,34,1387.07,2989.31,9,0,428,1,Lembrete simples,0
CLI1983,53,5056.81,227.03,2,0,507,0,N/A,0
CLI1984,22,2165.15,1106.19,6,1,487,0,N/A,0
CLI1985,44,1982.04,160.9,4,1,403,0,N/A,0
CLI1986,63,9493.83,1046.25,3,0,698,0,N/A,0
CLI1987,35,900.0,2200.53,12,1,772,1,Lembrete com opção de renegociar,0
CLI1988,58,2170.87,423.41,3,0,639,0,N/A,0
CLI1989,39,1246.48,356.45,3,0,730,0,N/A,0
CLI1990,22,2813.76,256.2,6,0,461,0,N/A,0
CLI1991,36,2024.04,2769.35,3,0,437,0,N/A,0
CLI1992,51,1767.99,912.04,6,0,673,0,N/A,0
CLI1993,21,1636.56,2925.07,4,0,666,0,N/A,0
CLI1994,32,3244.22,1033.34,3,0,601,0,N/A,0
CLI1995,21,1309.12,188.83,2,1,581,0,N/A,0
CLI1996,24,3000.44,2918.34,3,0,736,0,N/A,0
CLI1997,40,2824.0,2632.86,2,0,495,0,N/A,0
CLI1998,47,1113.07,1246.17,6,0,884,0,N/A,0
CLI1999,25,900.0,1598.49,9,0,855,0,N/A,0
CLI2000,19,1886.25,590.91,6,0,525,0,N/A,0
CLI2001,31,3293.32,60.39,2,0,573,0,N/A,0
CLI2002,37,3960.42,1730.11,4,1,684,0,N/A,0
CLI2003,56,1434.61,2990.44,4,0,656,0,N/A,0
CLI2004,22,1444.76,1504.07,2,1,828,1,Lembrete com opção de renegociar,0
CLI2005,34,1731.45,366.0,6,0,693,0,N/A,0
CLI2006,54,900.0,2546.19,12,1,545,1,Lembrete com opção de renegociar,1
CLI2007,29,2042.83,106.44,3,0,727,0,N/A,0
CLI2008,37,1698.98,1124.21,4,0,810,0,N/A,0
CLI2009,26,1737.86,367.67,2,0,602,0,N/A,0
CLI2010,52,934.41,2413.97,2,1,489,1,Lembrete simples,0
CLI2011,33,1870.08,833.13,2,0,640,0,N/A,0
CLI2012,58,1389.25,970.56,12,0,693,0,N/A,0
CLI2013,44,2736.46,594.93,3,1,636,0,N/A,0
CLI2014,21,2625.3,2166.22,3,1,674,0,N/A,0
CLI2015,43,1367.42,376.83,3,0,720,0,N/A,0
CLI2016,46,2336.4,2547.17,2,0,653,1,Lembrete simples,1
CLI2017,20,2761.99,1683.94,2,1,719,0,N/A,0
CLI2018,51,1829.91,497.88,4,0,791,0,N/A,0
CLI2019,59,3054.68,2213.71,2,0,321,0,N/A,0
CLI2020,61,1779.2,562.41,4,1,648,0,N/A,0
CLI2021,48,900.0,665.73,2,1,636,1,Lembrete simples,1
CLI2022,40,3402.15,1674.57,12,0,396,1,Lembrete simples,0
CLI2023,43,1041.44,2702.07,6,0,700,0,N/A,0
CLI2024,59,2759.71,2511.05,4,0,632,0,N/A,0
CLI2025,40,1752.58,2104.07,4,0,545,1,Lembrete simples,1
CLI2026,61,3532.83,167.04,12,1,846,0,N/A,0
CLI2027,25,3449.31,1524.34,4,0,632,0,N/A,0
CLI2028,42,1502.26,1844.45,6,0,709,0,N/A,0
CLI2029,49,1960.92,2886.45,12,0,898,0,N/A,0
CLI2030,28,1368.08,431.1,2,1,467,0,N/A,0
CLI2031,33,3066.51,1773.47,4,0,587,0,N/A,0
CLI2032,49,1123.19,2913.94,12,0,489,0,N/A,0
CLI2033,43,1880.93,1612.91,6,0,590,0,N/A,0
CLI2034,40,1773.95,1508.1,4,1,666,0,N/A,0
CLI2035,54,1704.42,796.4,4,1,548,1,Lembrete com opção de renegociar,0
CLI2036,40,3844.98,1666.54,4,1,753,0,N/A,0
CLI2037,49,1231.7,1943.26,3,0,549,0,N/A,0
CLI2038,48,1778.61,2471.08,6,0,416,1,Lembrete simples,1
CLI2039,22,1760.42,1628.55,3,1,680,0,N/A,0
CLI2040,23,1758.23,374.59,6,1,734,0,N/A,0
CLI2041,46,1725.98,1939.09,4,0,681,0,N/A,0
CLI2042,54,3425.98,880.76,2,1,822,0,N/A,0
CLI2043,33,1163.71,2810.28,6,0,837,0,N/A,0
CLI2044,34,2640.74,666.0,2,0,630,0,N/A,0
CLI2045,63,2839.6,2626.92,12,1,746,0,N/A,0
CLI2046,39,3891.71,1606.79,4,0,490,0,N/A,0
CLI2047,20,2842.14,688.3,3,0,873,0,N/A,0
CLI2048,39,900.0,1978.39,3,0,549,0,N/A,0
CLI2049,47,2359.56,2493.0,2,1,772,0,N/A,0
CLI2050,22,3025.4,504.78,3,1,711,0,N/A,0
CLI2051,64,1393.13,422.32,2,1,500,0,N/A,0
CLI2052,39,2956.73,2569.83,3,1,701,0,N/A,0
CLI2053,63,1806.86,359.23,4,0,433,0,N/A,0
CLI2054,25,2848.54,2443.82,3,1,476,0,N/A,0
CLI2055,38,4106.47,2776.52,3,0,464,0,N/A,0
CLI2056,38,1488.36,1414.11,12,0,512,0,N/A,0
CLI2057,38,2044.02,2014.22,3,0,505,1,Lembrete com opção de renegociar,0
CLI2058,64,3717.49,518.12,6,1,477,0,N/A,0
CLI2059,32,2238.61,1304.62,4,0,777,0,N/A,0
CLI2060,20,2020.04,386.18,4,1,448,0,N/A,0
CLI2061,26,2039.26,1101.45,3,0,705,0,N/A,0
CLI2062,25,1726.12,2963.07,2,1,324,1,Lembrete com opção de renegociar,0
CLI2063,40,1475.56,1438.02,3,0,627,0,N/A,0
CLI2064,56,1200.55,1574.18,12,0,629,1,Lembrete com opção de renegociar,1
CLI2065,31,1969.75,2062.18,4,1,477,0,N/A,0
CLI2066,31,1687.44,1314.86,4,0,718,1,Lembrete com opção de renegociar,1
CLI2067,42,1650.04,2107.44,2,1,698,0,N/A,0
CLI2068,32,2941.09,1121.38,9,1,782,0,N/A,0
CLI2069,34,1818.17,659.53,4,0,642,0,N/A,0
CLI2070,24,1464.49,1157.65,6,1,692,0,N/A,0
CLI2071,46,2353.13,351.34,9,1,745,0,N/A,0
CLI2072,56,1032.57,929.18,2,0,656,0,N/A,0
CLI2073,22,2147.43,533.88,2,0,342,0,N/A,0
CLI2074,64,3635.8,184.91,12,0,514,0,N/A,0
CLI2075,57,2326.13,2568.0,3,1,534,0,N/A,0
CLI2076,60,900.0,1154.75,4,0,415,1,Lembrete com opção de renegociar,1
CLI2077,21,3611.48,2708.1,2,1,570,0,N/A,0
CLI2078,37,2005.83,1729.89,2,0,487,0,N/A,0
CLI2079,29,2785.63,1790.58,3,0,670,0,N/A,0
CLI2080,48,1488.11,1625.26,2,0,457,0,N/A,0
CLI2081,54,1667.17,2481.96,3,0,481,1,Lembrete com opção de renegociar,1
CLI2082,34,1504.7,1037.29,9,1,550,0,N/A,0
CLI2083,20,3812.23,2520.95,4,0,701,0,N/A,0
CLI2084,28,2687.43,1975.07,3,1,514,0,N/A,0
CLI2085,26,2441.33,1899.69,2,0,659,0,N/A,0
CLI2086,63,920.74,1110.36,3,1,513,1,Lembrete com opção de renegociar,0
CLI2087,58,4775.16,2279.61,2,0,724,0,N/A,0
CLI2088,20,1288.16,2299.63,12,1,594,0,N/A,0
CLI2089,61,1852.35,739.84,3,1,351,0,N/A,0
CLI2090,49,2068.79,2923.96,12,0,336,1,Lembrete com opção de renegociar,0
CLI2091,23,3974.93,437.47,12,0,522,0,N/A,0
CLI2092,24,900.0,1187.62,6,0,709,0,N/A,0
CLI2093,26,1859.96,497.37,12,0,469,1,Lembrete com opção de renegociar,1
CLI2094,50,2421.39,1547.1,9,0,666,0,N/A,0
CLI2095,57,1403.61,361.2,9,0,787,0,N/A,0
CLI2096,37,1388.85,314.07,3,1,536,0,N/A,0
CLI2097,57,2737.47,2128.91,2,0,748,0,N/A,0
CLI2098,42,1727.99,2129.93,9,1,300,1,Lembrete com opção de renegociar,0
CLI2099,61,1266.36,2767.14,12,0,547,1,Lembrete simples,0
CLI2100,55,5228.81,456.23,9,1,472,0,N/A,0
CLI2101,39,2651.8,988.8,2,0,565,0,N/A,0
CLI2102,51,5194.99,113.25,9,1,565,0,N/A,0
CLI2103,47,5693.66,1278.24,9,1,618,0,N/A,0
CLI2104,28,3719.3,1492.67,4,0,428,0,N/A,0
CLI2105,37,1794.28,1383.3,6,0,637,0,N/A,0
CLI2106,43,1444.54,1525.82,9,0,370,1,Lembrete simples,0
CLI2107,39,1846.77,924.06,3,1,646,1,Lembrete com opção de renegociar,1
CLI2108,45,900.0,473.07,4,0,470,1,Lembrete simples,0
CLI2109,38,2013.98,387.93,3,1,797,0,N/A,0
CLI2110,64,2395.22,881.34,3,1,337,0,N/A,0
CLI2111,41,1861.44,1709.33,9,0,491,1,Lembrete com opção de renegociar,0
CLI2112,21,3694.63,2407.95,3,0,611,0,N/A,0
CLI2113,44,2213.19,1963.1,4,1,692,0,N/A,0
CLI2114,59,1648.94,372.83,2,1,596,0,N/A,0
CLI2115,40,3700.28,1755.17,12,0,627,0,N/A,0
CLI2116,56,5090.74,549.41,3,0,602,0,N/A,0
CLI2117,47,1770.69,562.59,2,0,528,0,N/A,0
CLI2118,44,1761.74,2228.07,3,1,439,1,Lembrete simples,0
CLI2119,48,1232.46,732.03,9,1,424,0,N/A,0
CLI2120,39,958.33,223.84,4,1,611,0,N/A,0
CLI2121,27,2414.15,1302.09,3,0,472,0,N/A,0
CLI2122,45,1658.91,1089.83,2,0,371,0,N/A,0
CLI2123,20,2660.02,1890.72,2,0,457,1,Lembrete com opção de renegociar,1
CLI2124,57,2505.91,975.06,2,1,492,0,N/A,0
CLI2125,41,1569.3,2395.84,2,0,390,1,Lembrete simples,1
CLI2126,29,900.0,2514.36,6,0,610,1,Lembrete simples,0
CLI2127,53,1203.99,1267.44,3,0,710,1,Lembrete com opção de renegociar,0
CLI2128,64,1766.08,1947.18,2,1,749,1,Lembrete simples,0
CLI2129,36,1637.84,1890.53,9,1,581,1,Lembrete simples,1
CLI2130,49,2681.51,2869.2,4,0,780,0,N/A,0
CLI2131,50,1991.12,2167.2,3,0,642,0,N/A,0
CLI2132,33,3723.38,359.06,2,1,858,0,N/A,0
CLI2133,62,2842.39,1327.01,2,1,629,0,N/A,0
CLI2134,60,1477.25,1777.68,4,1,629,0,N/A,0
CLI2135,54,900.0,2220.16,2,0,577,1,Lembrete com opção de renegociar,0
CLI2136,48,3487.9,2364.49,2,1,819,0,N/A,0
CLI2137,33,1030.0,1658.75,4,0,330,0,N/A,0
CLI2138,33,1021.28,866.9,2,0,607,0,N/A,0
CLI2139,29,1933.56,2213.3,2,0,471,1,Lembrete com opção de renegociar,1
CLI2140,27,2855.15,1001.93,4,1,745,0,N/A,0
CLI2141,53,2141.75,1280.77,2,0,638,0,N/A,0
CLI2142,34,2690.69,668.65,4,0,786,1,Lembrete com opção de renegociar,0
CLI2143,50,1482.12,2640.67,2,0,315,0,N/A,0
CLI2144,30,3927.96,458.85,4,0,547,0,N/A,0
CLI2145,32,2148.1,808.63,6,0,300,0,N/A,0
CLI2146,29,1270.66,2112.79,2,0,835,1,Lembrete com opção de renegociar,0
CLI2147,47,2156.94,1785.47,9,0,688,0,N/A,0
CLI2148,53,3280.37,1205.52,12,0,582,1,Lembrete com opção de renegociar,1
CLI2149,36,1447.36,1818.68,12,0,513,1,Lembrete simples,0
CLI2150,34,7082.86,2207.37,3,0,475,0,N/A,0
CLI2151,63,2257.45,1768.21,9,1,378,0,N/A,0
CLI2152,39,3269.39,70.83,3,1,301,1,Lembrete simples,0
CLI2153,43,988.59,1551.25,3,1,653,0,N/A,0
CLI2154,52,1760.26,349.01,3,0,507,0,N/A,0
CLI2155,28,900.0,2201.08,6,0,390,1,Lembrete simples,0
CLI2156,45,2822.75,61.33,6,0,637,0,N/A,0
CLI2157,35,985.16,688.07,4,0,616,1,Lembrete com opção de renegociar,1
CLI2158,25,3372.66,1921.55,6,0,506,0,N/A,0
CLI2159,40,1043.67,2549.27,3,0,586,1,Lembrete com opção de renegociar,0
CLI2160,56,3524.27,140.12,9,0,597,0,N/A,0
CLI2161,45,2422.42,849.37,3,0,759,0,N/A,0
CLI2162,21,3360.59,1745.27,4,1,548,0,N/A,0
CLI2163,31,2697.72,1693.68,3,0,508,0,N/A,0
CLI2164,27,2385.64,2409.12,2,0,869,0,N/A,0
CLI2165,43,3460.72,1276.0,4,0,367,0,N/A,0
CLI2166,32,1817.69,2588.34,4,0,697,1,Lembrete com opção de renegociar,0
CLI2167,31,1100.41,1186.29,4,1,701,0,N/A,0
CLI2168,59,5898.59,1653.94,6,0,671,0,N/A,0
CLI2169,26,1858.95,1372.16,3,1,623,1,Lembrete com opção de renegociar,0
CLI2170,58,3593.43,1623.1,4,1,821,0,N/A,0
CLI2171,56,2764.67,460.52,6,0,434,1,Lembrete com opção de renegociar,0
CLI2172,38,2015.16,2305.6,12,1,670,0,N/A,0
CLI2173,48,2366.25,466.48,6,1,647,0,N/A,0
CLI2174,57,2213.3,1373.02,2,0,652,0,N/A,0
CLI2175,38,2425.88,1928.85,6,1,566,0,N/A,0
CLI2176,58,1433.39,701.4,2,0,540,0,N/A,0
CLI2177,34,1430.29,2959.8,2,1,458,1,Lembrete simples,0
CLI2178,50,916.71,2068.77,6,0,644,1,Lembrete simples,0
CLI2179,43,2859.64,427.65,4,1,551,0,N/A,0
CLI2180,21,8049.28,2965.92,6,0,653,0,N/A,0
CLI2181,39,942.1,1061.81,6,1,562,1,Lembrete simples,1
CLI2182,23,900.0,2556.4,2,0,774,0,N/A,0
CLI2183,51,900.0,1044.46,12,1,564,1,Lembrete simples,1
CLI2184,26,1319.2,1813.57,2,0,602,0,N/A,0
CLI2185,47,1132.05,2199.36,9,0,786,0,N/A,0
CLI2186,31,1720.62,1226.9,12,0,662,0,N/A,0
CLI2187,64,900.0,2952.35,4,0,799,1,Lembrete com opção de renegociar,0
CLI2188,57,2581.86,2671.13,4,1,786,0,N/A,0
CLI2189,61,1505.86,755.98,3,0,670,0,N/A,0
CLI2190,56,3482.0,2048.82,2,0,362,1,Lembrete simples,0
CLI2191,47,2713.2,1329.3,12,0,498,0,N/A,0
CLI2192,51,7731.87,2683.54,12,0,744,0,N/A,0
CLI2193,30,3962.03,506.24,6,0,812,0,N/A,0
CLI2194,58,1823.6,2262.69,2,1,410,0,N/A,0
CLI2195,29,3354.27,1195.15,4,0,581,0,N/A,0
CLI2196,19,2217.42,1558.06,2,0,445,0,N/A,0
CLI2197,39,1128.28,2089.86,6,1,720,1,Lembrete com opção de renegociar,0
CLI2198,45,2229.18,664.95,6,0,654,0,N/A,0
CLI2199,59,1379.95,348.68,3,0,731,1,Lembrete com opção de renegociar,0
CLI2200,46,2693.99,827.98,3,1,501,0,N/A,0
CLI2201,51,2538.75,1258.94,6,1,852,1,Lembrete com opção de renegociar,1
CLI2202,19,2095.62,928.91,9,1,535,0,N/A,0
CLI2203,30,1140.52,691.0,6,0,414,0,N/A,0
CLI2204,43,3107.51,2137.71,3,0,407,0,N/A,0
CLI2205,24,2387.97,2289.24,2,0,399,1,Lembrete com opção de renegociar,0
CLI2206,53,1373.12,2700.77,3,1,448,0,N/A,0
CLI2207,28,4020.66,913.74,12,0,352,1,Lembrete simples,0
CLI2208,63,2147.38,2184.16,3,1,750,0,N/A,0
CLI2209,43,1750.04,287.34,2,0,822,0,N/A,0
CLI2210,37,3289.77,661.23,6,0,671,0,N/A,0
CLI2211,40,2573.76,457.1,3,1,840,0,N/A,0
CLI2212,35,900.0,740.63,9,1,718,1,Lembrete com opção de renegociar,0
CLI2213,56,1269.97,2128.82,2,1,538,1,Lembrete simples,1
CLI2214,47,924.1,573.59,4,0,731,0,N/A,0
CLI2215,50,1060.41,2245.78,12,0,509,1,Lembrete simples,0
CLI2216,24,3444.26,1462.06,9,0,315,0,N/A,0
CLI2217,34,1881.48,2207.34,4,0,782,0,N/A,0
CLI2218,31,1588.86,1565.96,2,0,517,0,N/A,0
CLI2219,32,1362.74,1240.08,9,0,694,0,N/A,0
CLI2220,19,1300.79,2855.37,2,0,622,0,N/A,0
CLI2221,48,1647.87,2227.32,2,0,613,0,N/A,0
CLI2222,35,2345.4,2452.02,3,0,324,1,Lembrete com opção de renegociar,1
CLI2223,52,3260.02,1521.92,2,0,545,0,N/A,0
CLI2224,51,1119.2,208.06,6,0,672,0,N/A,0
CLI2225,18,1385.04,1725.97,6,0,805,0,N/A,0
CLI2226,37,4990.56,1707.27,3,0,438,0,N/A,0
CLI2227,60,3053.86,2618.07,6,1,578,0,N/A,0
CLI2228,46,900.0,2023.6,4,1,708,1,Lembrete simples,0
CLI2229,23,2829.76,102.28,4,0,707,0,N/A,0
CLI2230,38,1327.72,835.8,9,0,847,0,N/A,0
CLI2231,37,1623.86,2284.42,2,1,300,0,N/A,0
CLI2232,58,2534.02,1545.73,9,0,632,0,N/A,0
CLI2233,19,1424.21,2144.22,6,0,461,1,Lembrete simples,0
CLI2234,63,1073.87,1637.48,3,0,597,0,N/A,0
